nombre,popularidad,genero,cantidad_albumes,mejor_pista,album_mejor_pista,año_mejor_pista
Valery Gergiev,52,opera,50,Requiem: IIa. Dies irae,Verdi: Messa da Requiem,2001
Valery Gergiev,52,orchestra,50,Requiem: IIa. Dies irae,Verdi: Messa da Requiem,2001
Arvo Pärt,53,minimalism,50,Spiegel im spiegel,Arvo Pärt: Portrait,2010
Arvo Pärt,53,classical,50,Spiegel im spiegel,Arvo Pärt: Portrait,2010
John Metcalfe,53,neoclassical,8,On the Nature of Daylight,The Blue Notebooks (15 Years),2018
Barry Wordsworth,53,classical,50,"Symphony No. 40 in G Minor, K. 550: I. Allegro molto","Mozart: Symphonies Nos. 40, 28 and 31",1988
Barry Wordsworth,53,opera,50,"Symphony No. 40 in G Minor, K. 550: I. Allegro molto","Mozart: Symphonies Nos. 40, 28 and 31",1988
Leif Ove Andsnes,51,classical piano,50,"6 Impromptus, Op. 5: Impromptu V",Sibelius,2017
Leif Ove Andsnes,51,classical,50,"6 Impromptus, Op. 5: Impromptu V",Sibelius,2017
Leif Ove Andsnes,51,chamber music,50,"6 Impromptus, Op. 5: Impromptu V",Sibelius,2017
Wynton Marsalis,50,jazz,50,Where or When,Standard Time Vol. 3: The Resolution Of Romance,1990
Wynton Marsalis,50,latin jazz,50,Where or When,Standard Time Vol. 3: The Resolution Of Romance,1990
Wynton Marsalis,50,big band,50,Where or When,Standard Time Vol. 3: The Resolution Of Romance,1990
Wynton Marsalis,50,cool jazz,50,Where or When,Standard Time Vol. 3: The Resolution Of Romance,1990
Nikolai Rimsky-Korsakov,52,classical,50,Scheherazade: The Tale of the Kalendar Prince,Rimsky-Korsakov: Scheherezade,1999
Nikolai Rimsky-Korsakov,52,orchestra,50,Scheherazade: The Tale of the Kalendar Prince,Rimsky-Korsakov: Scheherezade,1999
Michael Nyman,52,minimalism,50,The Heart Asks Pleasure First / The Promise - Edit,The Piano: Music From The Motion Picture,1993
Michael Nyman,52,classical,50,The Heart Asks Pleasure First / The Promise - Edit,The Piano: Music From The Motion Picture,1993
Samuel Barber,52,classical,50,Barber: Adagio for Strings,Barber: Adagio for Strings,2009
Pietro Mascagni,52,opera,50,Cavalleria rusticana: Intermezzo,Cavalleria rusticana: Intermezzo,2023
Ottorino Respighi,53,classical piano,50,"6 Pezzi, P. 44: No. 6. Internmezzo-serenata",Respighi: Piano Music,1997
Ottorino Respighi,53,classical,50,"6 Pezzi, P. 44: No. 6. Internmezzo-serenata",Respighi: Piano Music,1997
Ottorino Respighi,53,neoclassical,50,"6 Pezzi, P. 44: No. 6. Internmezzo-serenata",Respighi: Piano Music,1997
Bertrand Chamayou,52,classical piano,23,"Ravel: Pavane pour une infante défunte, M. 19",Ravel: Complete Works for Solo Piano,2016
Bertrand Chamayou,52,classical,23,"Ravel: Pavane pour une infante défunte, M. 19",Ravel: Complete Works for Solo Piano,2016
Caleb Burhans,55,ambient,7,Magnificat,Caleb Burhans: Evensong,2013
Caleb Burhans,55,minimalism,7,Magnificat,Caleb Burhans: Evensong,2013
Caleb Burhans,55,neoclassical,7,Magnificat,Caleb Burhans: Evensong,2013
Caleb Burhans,55,drone,7,Magnificat,Caleb Burhans: Evensong,2013
Brigitte Engerer,48,classical,22,"Nocturne in C-sharp minor, B. 49",Chopin: Complete Nocturnes,2010
Brigitte Engerer,48,classical piano,22,"Nocturne in C-sharp minor, B. 49",Chopin: Complete Nocturnes,2010
René Jacobs,50,opera,50,"Le nozze di Figaro, K. 492: Sinfonia",Mozart: Le nozze di Figaro,2004
René Jacobs,50,classical,50,"Le nozze di Figaro, K. 492: Sinfonia",Mozart: Le nozze di Figaro,2004
Sir Colin Davis,53,opera,50,Requiem: II. Dies Irae,Verdi: Requiem,2009
Sir Colin Davis,53,classical,50,Requiem: II. Dies Irae,Verdi: Requiem,2009
Sir Colin Davis,53,requiem,50,Requiem: II. Dies Irae,Verdi: Requiem,2009
Sir Colin Davis,53,orchestra,50,Requiem: II. Dies Irae,Verdi: Requiem,2009
Ton Koopman,53,classical,50,"Wachet auf, ruft uns die Stimme, BWV 645","""Les Plaisirs"" - Baroque Masterpieces",2025
Domenico Scarlatti,52,classical piano,50,"Keyboard Sonata in D Minor, Kk. 9","Scarlatti, D.: Sonatas",1992
Domenico Scarlatti,52,classical,50,"Keyboard Sonata in D Minor, Kk. 9","Scarlatti, D.: Sonatas",1992
Maria João Pires,51,classical piano,50,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio","Mozart: Piano Sonatas K.309, K.332 & K.570",1991
Maria João Pires,51,classical,50,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio","Mozart: Piano Sonatas K.309, K.332 & K.570",1991
Maria João Pires,51,chamber music,50,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio","Mozart: Piano Sonatas K.309, K.332 & K.570",1991
Montserrat Caballé,49,opera,50,Barcelona,Messenger Of The Gods: The Singles Collection,2016
Karl Böhm,52,opera,50,"Le nozze di Figaro, K. 492, Act III: No. 21, Sull' aria... Che soave zeffiretto ""Letter Duet""",Mozart: Le nozze di Figaro,1968
Karl Böhm,52,classical,50,"Le nozze di Figaro, K. 492, Act III: No. 21, Sull' aria... Che soave zeffiretto ""Letter Duet""",Mozart: Le nozze di Figaro,1968
Benjamin Frith,52,classical piano,37,Nocturne No. 2 in C Minor,"Field: Piano Music, Vol. 1",1999
Benjamin Frith,52,classical,37,Nocturne No. 2 in C Minor,"Field: Piano Music, Vol. 1",1999
Pascal Rogé,51,classical piano,50,"Le Carnaval des Animaux, R. 125: 13. Le Cygne",Saint-Saëns: Le Carnaval des Animaux; Phaéton; Danse Macabre etc.,1980
Pascal Rogé,51,classical,50,"Le Carnaval des Animaux, R. 125: 13. Le Cygne",Saint-Saëns: Le Carnaval des Animaux; Phaéton; Danse Macabre etc.,1980
Concerto Köln,48,opera,50,"Le nozze di Figaro, K. 492: Sinfonia",Mozart: Le nozze di Figaro,2004
Concerto Köln,48,classical,50,"Le nozze di Figaro, K. 492: Sinfonia",Mozart: Le nozze di Figaro,2004
Vladimir Horowitz,51,classical piano,50,"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen",Schumann: Kinderszenen; Arabesque; Fantasie; Träumerei,1962
Vladimir Horowitz,51,classical,50,"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen",Schumann: Kinderszenen; Arabesque; Fantasie; Träumerei,1962
Alexander Scriabin,52,classical piano,50,"Scriabin: 24 Preludes, Op. 11: No. 21 in B-Flat Major",Scriabin: 24 Preludes - Sonatas Nos. 4 & 10,1997
Alexander Scriabin,52,classical,50,"Scriabin: 24 Preludes, Op. 11: No. 21 in B-Flat Major",Scriabin: 24 Preludes - Sonatas Nos. 4 & 10,1997
